iter	Passed	Remaining
441	1281	1617
442	1283	1614
443	1286	1611
444	1290	1609
445	1292	1606
446	1295	1603
447	1298	1600
448	1301	1597
449	1304	1594
450	1307	1591
451	1310	1588
452	1313	1585
453	1316	1582
454	1319	1580
455	1322	1577
456	1324	1574
457	1327	1571
458	1330	1568
459	1334	1566
460	1337	1563
461	1340	1560
462	1343	1558
463	1346	1555
464	1348	1551
465	1351	1548
466	1354	1545
467	1357	1542
468	1359	1539
469	1362	1536
470	1365	1533
471	1368	1530
472	1370	1527
473	1373	1523
474	1376	1521
475	1379	1518
476	1382	1515
477	1385	1512
478	1388	1510
479	1391	1507
480	1393	1504
481	1396	1501
482	1399	1497
483	1402	1495
484	1405	1492
485	1407	1489
486	1410	1486
487	1413	1483
488	1416	1479
489	1419	1477
490	1422	1474
491	1424	1471
492	1427	1468
493	1430	1465
494	1433	1462
495	1435	1459
496	1438	1456
497	1441	1453
498	1444	1450
499	1447	1447
500	1449	1444
501	1452	1441
502	1455	1438
503	1458	1435
504	1461	1432
505	1464	1429
506	1466	1426
507	1469	1423
508	1473	1421
509	1475	1418
510	1478	1415
511	1481	1412
512	1484	1409
513	1486	1405
514	1489	1403
515	1492	1399
516	1495	1397
517	1498	1394
518	1501	1391
519	1504	1388
520	1506	1385
521	1509	1382
522	1512	1379
523	1515	1376
524	1518	1373
525	1520	1370
526	1523	1367
527	1526	1364
528	1529	1361
529	1532	1358
530	1534	1355
531	1537	1352
532	1540	1349
533	1543	1346
534	1546	1344
535	1549	1341
536	1552	1338
537	1555	1335
538	1558	1332
539	1560	1329
540	1563	1326
541	1567	1324
542	1569	1321
543	1572	1318
544	1575	1315
545	1578	1312
546	1581	1310
547	1584	1307
548	1587	1304
549	1590	1301
550	1593	1298
551	1596	1295
552	1599	1293
553	1602	1290
554	1605	1287
555	1608	1284
556	1611	1281
557	1615	1279
558	1617	1276
559	1620	1273
560	1623	1270
561	1626	1267
562	1629	1264
563	1631	1261
564	1634	1258
565	1637	1255
566	1640	1253
567	1643	1250
568	1646	1247
569	1649	1244
570	1652	1241
571	1655	1238
572	1658	1235
573	1660	1232
574	1663	1229
575	1666	1226
576	1668	1223
577	1671	1220
578	1674	1217
579	1677	1214
580	1680	1211
581	1683	1208
582	1686	1205
583	1688	1202
584	1691	1199
585	1693	1196
586	1696	1193
587	1699	1191
588	1702	1188
589	1705	1185
590	1708	1182
591	1711	1179
592	1714	1176
593	1716	1173
594	1719	1170
595	1722	1167
596	1725	1164
597	1728	1161
598	1731	1158
599	1733	1155
600	1736	1152
601	1739	1149
602	1742	1146
603	1744	1143
604	1747	1141
605	1750	1138
606	1753	1135
607	1756	1132
608	1759	1129
609	1761	1126
610	1764	1123
611	1767	1120
612	1770	1117
613	1773	1114
614	1776	1111
615	1779	1109
616	1782	1106
617	1785	1103
618	1788	1100
619	1791	1098
620	1794	1095
621	1797	1092
622	1800	1089
623	1803	1086
624	1805	1083
625	1808	1080
626	1812	1078
627	1815	1075
628	1818	1072
629	1821	1069
630	1824	1066
631	1827	1064
632	1830	1061
633	1833	1058
634	1836	1055
635	1840	1053
636	1843	1050
637	1845	1047
638	1848	1044
639	1851	1041
640	1854	1038
641	1856	1035
642	1859	1032
643	1862	1029
644	1865	1026
645	1868	1023
646	1871	1021
647	1874	1018
648	1877	1015
649	1880	1012
650	1883	1009
651	1885	1006
652	1889	1004
653	1892	1001
654	1895	998
655	1898	995
656	1900	992
657	1903	989
658	1906	986
659	1909	983
660	1912	980
661	1915	977
662	1917	974
663	1920	971
664	1923	968
665	1926	966
666	1929	963
667	1931	960
668	1934	957
669	1937	954
670	1939	951
671	1942	948
672	1945	945
673	1948	942
674	1951	939
675	1954	936
676	1956	933
677	1959	930
678	1962	927
679	1965	925
680	1968	922
681	1971	919
682	1974	916
683	1976	913
684	1979	910
685	1982	907
686	1985	904
687	1988	901
688	1991	898
689	1994	896
690	1997	893
691	2000	890
692	2003	887
693	2005	884
694	2008	881
695	2011	878
696	2014	875
697	2016	872
698	2019	869
699	2022	866
700	2025	863
701	2028	860
702	2031	858
703	2033	855
704	2036	852
705	2038	848
706	2041	845
707	2043	842
708	2046	840
709	2049	837
710	2053	834
711	2055	831
712	2058	828
713	2060	825
714	2063	822
715	2066	819
716	2069	816
717	2072	814
718	2075	811
719	2078	808
720	2080	805
721	2084	802
722	2086	799
723	2089	796
724	2092	793
725	2095	790
726	2097	787
727	2100	784
728	2103	781
729	2106	779
730	2110	776
731	2112	773
732	2115	770
733	2118	767
734	2121	764
735	2124	762
736	2127	759
737	2130	756
738	2133	753
739	2135	750
740	2139	747
741	2142	744
742	2145	742
743	2147	739
744	2150	736
745	2153	733
746	2156	730
747	2159	727
748	2162	724
749	2165	721
750	2167	718
751	2170	715
752	2173	713
753	2176	710
754	2179	707
755	2182	704
756	2185	701
757	2188	698
758	2190	695
759	2193	692
760	2196	689
761	2199	686
762	2201	683
763	2204	680
764	2206	677
765	2210	675
766	2212	672
767	2214	669
768	2217	666
769	2220	663
770	2223	660
771	2225	657
772	2228	654
773	2231	651
774	2234	648
775	2237	645
776	2240	643
777	2243	640
778	2246	637
779	2248	634
780	2251	631
781	2254	628
782	2257	625
783	2259	622
784	2262	619
785	2265	616
786	2268	613
787	2271	611
788	2274	608
789	2277	605
790	2279	602
791	2282	599
792	2285	596
793	2288	593
794	2291	590
795	2293	587
796	2296	584
797	2299	581
798	2302	579
799	2305	576
800	2307	573
801	2310	570
802	2313	567
803	2316	564
804	2319	561
805	2322	559
806	2325	556
807	2328	553
808	2331	550
809	2334	547
810	2337	544
811	2340	541
812	2343	538
813	2345	536
814	2348	533
815	2351	530
816	2354	527
817	2356	524
818	2359	521
819	2362	518
820	2365	515
821	2368	512
822	2371	509
823	2373	507
824	2376	504
825	2380	501
826	2383	498
827	2386	495
828	2389	492
829	2392	489
830	2395	487
831	2397	484
832	2400	481
833	2403	478
834	2406	475
835	2409	472
836	2412	469
837	2414	466
838	2417	463
839	2420	461
840	2423	458
841	2426	455
842	2428	452
843	2431	449
844	2435	446
845	2437	443
846	2440	440
847	2443	438
848	2446	435
849	2449	432
850	2452	429
851	2454	426
852	2457	423
853	2460	420
854	2463	417
855	2466	414
856	2469	412
857	2472	409
858	2474	406
859	2477	403
860	2480	400
861	2483	397
862	2486	394
863	2488	391
864	2493	389
865	2495	386
866	2498	383
867	2502	380
868	2505	377
869	2507	374
870	2510	371
871	2513	368
872	2515	366
873	2518	363
874	2521	360
875	2524	357
876	2527	354
877	2530	351
878	2532	348
879	2536	345
880	2538	342
881	2541	340
882	2544	337
883	2547	334
884	2550	331
885	2553	328
886	2556	325
887	2559	322
888	2562	319
889	2564	316
890	2567	314
891	2570	311
892	2572	308
893	2575	305
894	2578	302
895	2581	299
896	2584	296
897	2587	293
898	2590	290
899	2592	288
900	2595	285
901	2598	282
902	2601	279
903	2604	276
904	2607	273
905	2610	270
906	2613	267
907	2616	265
908	2619	262
909	2622	259
910	2625	256
911	2627	253
912	2630	250
913	2633	247
914	2636	244
915	2638	241
916	2641	239
917	2644	236
918	2647	233
919	2649	230
920	2652	227
921	2655	224
922	2658	221
923	2660	218
924	2664	216
925	2667	213
926	2669	210
927	2672	207
928	2675	204
929	2678	201
930	2681	198
931	2684	195
932	2687	192
933	2690	190
934	2692	187
935	2695	184
936	2698	181
937	2700	178
938	2703	175
939	2706	172
940	2710	169
941	2712	167
942	2715	164
943	2718	161
944	2721	158
945	2724	155
946	2727	152
947	2729	149
948	2732	146
949	2735	143
950	2738	141
951	2741	138
952	2743	135
953	2746	132
954	2749	129
955	2752	126
956	2755	123
957	2757	120
958	2760	118
959	2763	115
960	2766	112
961	2769	109
962	2771	106
963	2774	103
964	2777	100
965	2780	97
966	2784	95
967	2786	92
968	2790	89
969	2793	86
970	2796	83
971	2799	80
972	2802	77
973	2806	74
974	2808	72
975	2812	69
976	2814	66
977	2817	63
978	2820	60
979	2823	57
980	2826	54
981	2829	51
982	2832	48
983	2834	46
984	2837	43
985	2840	40
986	2843	37
987	2846	34
988	2848	31
989	2851	28
990	2854	25
991	2856	23
992	2859	20
993	2862	17
994	2865	14
995	2868	11
996	2871	8
997	2873	5
998	2876	2
999	2879	0
