iter	Logloss
425	0.5065922546
426	0.5063545227
427	0.5061433105
428	0.5060294495
429	0.5058682861
430	0.5057506714
431	0.5055916138
432	0.5053305664
433	0.5050887146
434	0.5048415527
435	0.5046539612
436	0.5044628601
437	0.5041106567
438	0.5038562622
439	0.5035819702
440	0.5033796997
441	0.5032255859
442	0.5031151428
443	0.5028920593
444	0.5028334045
445	0.5027051392
446	0.5025432129
447	0.5023458862
448	0.5021062622
449	0.5018485718
450	0.5016379395
451	0.5014666748
452	0.5013075256
453	0.5011289368
454	0.5009454956
455	0.5008205566
456	0.5005674133
457	0.5002871704
458	0.5001166992
459	0.4999160767
460	0.499678833
461	0.4995168457
462	0.4991974487
463	0.4990005493
464	0.4989916382
465	0.4989775696
466	0.4987732544
467	0.4986867371
468	0.4985218811
469	0.4984185486
470	0.4982481384
471	0.4979421387
472	0.4978347168
473	0.4975388184
474	0.4973707581
475	0.4971882935
476	0.4970365295
477	0.4968280029
478	0.4966094666
479	0.4964394531
480	0.4962420959
481	0.4960074463
482	0.4958562927
483	0.495800293
484	0.4956595459
485	0.495602478
486	0.4955217285
487	0.4952798462
488	0.4950827637
489	0.4948416748
490	0.4945855713
491	0.4943806152
492	0.4941462708
493	0.4939942322
494	0.4938059387
495	0.4936973877
496	0.4934636536
497	0.4931967468
498	0.49309198
499	0.4929813843
500	0.4928215942
501	0.492689209
502	0.4924244995
503	0.4921940308
504	0.4920945435
505	0.4918559265
506	0.4915532227
507	0.4912891235
508	0.4910919495
509	0.4908942871
510	0.4906813049
511	0.4905296021
512	0.4904573975
513	0.4902614441
514	0.4900818481
515	0.4899507751
516	0.4897978516
517	0.4896427002
518	0.4895409546
519	0.4892527466
520	0.4890969543
521	0.4889248657
522	0.4887772827
523	0.4884611511
524	0.4882077026
525	0.4880083618
526	0.4877784729
527	0.4876394653
528	0.487447876
529	0.4872853699
530	0.4872742615
531	0.487041748
532	0.4867527466
533	0.4865931091
534	0.4863661499
535	0.4861540527
536	0.4860162964
537	0.4858508301
538	0.4857840576
539	0.4855187073
540	0.4853214111
541	0.4851409912
542	0.4850545349
543	0.4848418579
544	0.4846447754
545	0.4844910583
546	0.4842608032
547	0.4840031738
548	0.483708313
549	0.4835350342
550	0.483385437
551	0.4833739014
552	0.4831986084
553	0.4830266113
554	0.4828820801
555	0.4827028198
556	0.4824351807
557	0.4822101135
558	0.482036438
559	0.4818105469
560	0.4817095947
561	0.4814923706
562	0.4812452393
563	0.4811166382
564	0.48090448
565	0.4807781677
566	0.4805284424
567	0.4802979736
568	0.480118927
569	0.4798879395
570	0.4798684082
571	0.4797056274
572	0.4796110229
573	0.4794130249
574	0.4792763977
575	0.4791821899
576	0.4789066772
577	0.4787023926
578	0.4785494385
579	0.4783811646
580	0.4782502441
581	0.4780692749
582	0.4778301392
583	0.4776703186
584	0.4775604248
585	0.4774759521
586	0.4772824097
587	0.477109436
588	0.4768062744
589	0.476796875
590	0.4765575867
591	0.4763137817
592	0.4760895081
593	0.4758733215
594	0.4756991577
595	0.4754883423
596	0.4753164062
597	0.4751397095
598	0.4751294861
599	0.4750035706
600	0.4748578491
601	0.4746991882
602	0.4744838257
603	0.4743001404
604	0.4741486206
605	0.4740235901
606	0.4737738037
607	0.4736694336
608	0.4735910034
609	0.4733995361
610	0.4732026978
611	0.4731070557
612	0.4730162048
613	0.4729481201
614	0.4727604675
615	0.4725861816
616	0.4723718872
617	0.4721908264
618	0.4720301514
619	0.4718785095
620	0.4717073975
621	0.4715326538
622	0.4713920288
623	0.4712498779
624	0.4710804443
625	0.4709501953
626	0.4707049561
627	0.4705462646
628	0.4702532349
629	0.4700761719
630	0.4698826599
631	0.469764679
632	0.4696262207
633	0.469367981
634	0.4691997681
635	0.4690479431
636	0.4689011841
637	0.4687467651
638	0.4685567932
639	0.4683891602
640	0.468118042
641	0.4679702454
642	0.4678185425
643	0.4675699768
644	0.4672877197
645	0.4670820312
646	0.4668565674
647	0.4667919312
648	0.4667871399
649	0.466605957
650	0.4664197998
651	0.4663723145
652	0.466178894
653	0.4660397644
654	0.4658383484
655	0.4655449524
656	0.4654377441
657	0.4652584229
658	0.4650861206
659	0.4648848877
660	0.4647440186
661	0.4645197754
662	0.4643726196
663	0.4642111206
664	0.4640166016
665	0.4638068542
666	0.4637285767
667	0.4635043335
668	0.4633335571
669	0.4631409912
670	0.4629336548
671	0.4627886963
672	0.462588562
673	0.4624821777
674	0.4623327026
675	0.4621970215
676	0.4620873108
677	0.461871521
678	0.4616056824
679	0.461340271
680	0.4611712952
681	0.460917511
682	0.460719696
683	0.4605140991
684	0.4603100891
685	0.4601436462
686	0.4600039368
687	0.4597738953
688	0.4595158081
689	0.4593678284
690	0.459214447
691	0.4590717468
692	0.4589069824
693	0.4587747192
694	0.4586430664
695	0.4584779968
696	0.4583460388
697	0.458201355
698	0.4580388794
699	0.4578491821
700	0.4576608582
701	0.4574085999
702	0.4572611694
703	0.4571371155
704	0.4569807129
705	0.4569748535
706	0.4567584229
707	0.4565462036
708	0.4562710266
709	0.4561242065
710	0.4559359741
711	0.4557908325
712	0.4556818848
713	0.4555093994
714	0.4552693787
715	0.4551417847
716	0.4550288086
717	0.4547954712
718	0.4546067505
719	0.4544338379
720	0.4541920471
721	0.4539717712
722	0.4539325256
723	0.4537611694
724	0.4535527344
725	0.4533758545
726	0.4532133179
727	0.452972168
728	0.4527935181
729	0.452586731
730	0.4524591064
731	0.452225647
732	0.4520066528
733	0.4517033081
734	0.4515349121
735	0.451377533
736	0.4511597595
737	0.4509404297
738	0.4507015381
739	0.4505635376
740	0.4504406128
741	0.4501868896
742	0.4500480652
743	0.4497998657
744	0.4495639038
745	0.4494012146
746	0.449265686
747	0.4491619568
748	0.4489530945
749	0.4488404236
750	0.448823761
751	0.4486871338
752	0.448507019
753	0.4483826904
754	0.4481771851
755	0.4479962769
756	0.4478609619
757	0.4476628418
758	0.4475506592
759	0.4474025879
760	0.4473339233
761	0.4471501465
762	0.4469949951
763	0.4468668213
764	0.4467070312
765	0.4465881042
766	0.4463847046
767	0.4462611694
768	0.4461357117
769	0.4459605408
770	0.4457750854
771	0.4457667847
772	0.4457185059
773	0.4455800781
774	0.4453552551
775	0.4452206726
776	0.445071228
777	0.4449300537
778	0.4447758484
779	0.4446504211
780	0.4444969177
781	0.444308136
782	0.4441396484
783	0.4440601196
784	0.4439179382
785	0.4438025818
786	0.4436757202
787	0.4435128174
788	0.4432664185
789	0.4431768188
790	0.4430708008
791	0.4429710999
792	0.442864624
793	0.4427265625
794	0.4425513306
795	0.4423771362
796	0.4422204285
797	0.4420503235
798	0.4418682861
799	0.4417078552
800	0.4415991516
801	0.4413832092
802	0.4413168945
803	0.4411642456
804	0.441048584
805	0.4408653564
806	0.440649353
807	0.4404698792
808	0.4402807007
809	0.4401882324
810	0.4400183105
811	0.4398337097
812	0.4397072754
813	0.4394884644
814	0.4393319092
815	0.4391799927
816	0.4389867554
817	0.4388628235
818	0.438850769
819	0.4387264404
820	0.4385065308
821	0.4384019775
822	0.4382939453
823	0.4380787964
824	0.4379842224
825	0.4377290955
826	0.4375726318
827	0.4374005737
828	0.4372127991
829	0.4370389099
830	0.4369067993
831	0.4367833252
832	0.4366497803
833	0.4364237671
834	0.4363006287
835	0.4361427307
836	0.4360134277
837	0.4357542114
838	0.4356355591
839	0.435438385
840	0.4353002319
841	0.4351467285
842	0.4349753418
843	0.4348371582
844	0.4346442871
845	0.4345130615
846	0.4343846741
847	0.4342651978
848	0.4341169434
849	0.4339670105
850	0.4338597412
851	0.4337640991
852	0.4337011719
853	0.4334840393
854	0.4333627319
855	0.433105957
856	0.4329686279
857	0.4328688354
858	0.4327255859
859	0.4326320801
860	0.4325245056
861	0.4324247437
862	0.432252594
863	0.4320813904
864	0.4318114624
865	0.4316369934
866	0.431469696
867	0.4313081055
868	0.4312949219
869	0.431144928
870	0.431133606
871	0.4310525208
872	0.4309853516
873	0.4308167725
874	0.4306212158
875	0.4304782715
876	0.4303876343
877	0.4302055969
878	0.4300761108
879	0.4298935242
880	0.4297070007
881	0.429520874
882	0.4294534912
883	0.429326416
884	0.4291713562
885	0.4290568237
886	0.4289378052
887	0.4288019409
888	0.428690033
889	0.4285764771
890	0.4285132141
891	0.4283624573
892	0.4282243042
893	0.428149353
894	0.4279326782
895	0.4278353271
896	0.4276930847
897	0.4275512695
898	0.4273690186
899	0.4272542419
900	0.4270190125
901	0.4268970947
902	0.4268230286
903	0.4266541443
904	0.4265331421
905	0.4264456787
906	0.4263612061
907	0.4261360474
908	0.4258760376
909	0.4257569275
910	0.4256537781
911	0.4255563354
912	0.4253601685
913	0.4252391052
914	0.4250770874
915	0.4249284668
916	0.4248388062
917	0.4247821655
918	0.4245515442
919	0.4243869629
920	0.4242102356
921	0.424131134
922	0.4239716797
923	0.4238010559
924	0.423665863
925	0.4234882812
926	0.4233487549
927	0.4232078857
928	0.4231308899
929	0.4229744568
930	0.4227827454
931	0.4225949707
932	0.4224250793
933	0.4222782593
934	0.4222330322
935	0.422043396
936	0.4219233398
937	0.4218219604
938	0.4217106628
939	0.4216732788
940	0.4215565186
941	0.4213888855
942	0.4212452393
943	0.4210784912
944	0.4209666748
945	0.4207742615
946	0.4207017212
947	0.4205405273
948	0.4204362793
949	0.4202938843
950	0.4200722656
951	0.4199105835
952	0.4198432312
953	0.4197106934
954	0.4197056274
955	0.4195737915
956	0.4194087524
957	0.4192731934
958	0.4191380615
959	0.4190213623
960	0.4188777466
961	0.4186671753
962	0.41848703
963	0.4183930054
964	0.4181942444
965	0.4180485229
966	0.4179207153
967	0.4177549438
968	0.4176587524
969	0.4174367065
970	0.4173039246
971	0.4171578979
972	0.4170264893
973	0.4168342285
974	0.4166647949
975	0.4164365234
976	0.4163389893
977	0.4161381226
978	0.415953064
979	0.4158297119
980	0.4156204834
981	0.4154368286
982	0.4154162292
983	0.4152653809
984	0.4151576233
985	0.4149959106
986	0.4148099976
987	0.4147127991
988	0.4145952454
989	0.4144707947
990	0.4142950745
991	0.4141884766
992	0.4140213013
993	0.413878418
994	0.4137259827
995	0.4135874329
996	0.4133510132
997	0.4132904663
998	0.4131886292
999	0.4130297241
